SEASON,MONTH,YEAR,DATE_FROM,DATE_TO,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,AST_RATIO,REB_PCT
2019-20,March,2020,03/01/2020,03/31/2020,POR,Portland Trail Blazers,5,3,2,0.6,121.0,113.4,7.6,99.8,17.7,0.499
2019-20,March,2020,03/01/2020,03/31/2020,SAC,Sacramento Kings,5,3,2,0.6,115.7,115.3,0.4,100.7,17.4,0.53
2019-20,March,2020,03/01/2020,03/31/2020,SAS,San Antonio Spurs,5,2,3,0.4,114.3,116.8,-2.5,100.21,18.5,0.441
2019-20,March,2020,03/01/2020,03/31/2020,TOR,Toronto Raptors,5,4,1,0.8,113.5,110.4,3.1,102.4,17.3,0.499
2019-20,March,2020,03/01/2020,03/31/2020,UTA,Utah Jazz,5,4,1,0.8,113.9,109.5,4.4,94.6,18.7,0.485
2019-20,March,2020,03/01/2020,03/31/2020,WAS,Washington Wizards,6,3,3,0.5,111.4,113.7,-2.3,102.0,17.7,0.461
2020-21,December,2020,12/01/2020,12/31/2020,ATL,Atlanta Hawks,4,3,1,0.75,122.3,114.8,7.5,105.0,17.9,0.539
2020-21,December,2020,12/01/2020,12/31/2020,BOS,Boston Celtics,5,3,2,0.6,112.7,112.6,0.1,100.8,16.7,0.487
2020-21,December,2020,12/01/2020,12/31/2020,BKN,Brooklyn Nets,5,3,2,0.6,114.3,104.7,9.6,104.23,17.4,0.476
2020-21,December,2020,12/01/2020,12/31/2020,CHA,Charlotte Hornets,4,2,2,0.5,108.0,104.6,3.4,103.25,20.6,0.494
2020-21,December,2020,12/01/2020,12/31/2020,CHI,Chicago Bulls,5,2,3,0.4,108.1,114.1,-6.0,108.1,17.7,0.509
2020-21,December,2020,12/01/2020,12/31/2020,CLE,Cleveland Cavaliers,5,3,2,0.6,104.9,103.2,1.7,100.8,18.9,0.498
2020-21,December,2020,12/01/2020,12/31/2020,DAL,Dallas Mavericks,4,1,3,0.25,109.5,108.5,1.0,100.38,16.2,0.456
2020-21,December,2020,12/01/2020,12/31/2020,DEN,Denver Nuggets,4,1,3,0.25,113.8,116.7,-2.9,100.39,19.5,0.501
2020-21,December,2020,12/01/2020,12/31/2020,DET,Detroit Pistons,4,0,4,0.0,105.2,113.4,-8.2,100.99,16.7,0.502
2020-21,December,2020,12/01/2020,12/31/2020,GSW,Golden State Warriors,4,2,2,0.5,102.1,114.3,-12.2,108.63,14.9,0.456
2020-21,December,2020,12/01/2020,12/31/2020,HOU,Houston Rockets,3,1,2,0.333,112.9,116.3,-3.4,102.6,18.3,0.467
2020-21,December,2020,12/01/2020,12/31/2020,IND,Indiana Pacers,5,4,1,0.8,113.2,104.1,9.1,103.0,19.7,0.51
2020-21,December,2020,12/01/2020,12/31/2020,LAC,LA Clippers,5,4,1,0.8,113.5,110.1,3.5,99.2,18.9,0.502
2020-21,December,2020,12/01/2020,12/31/2020,LAL,Los Angeles Lakers,5,3,2,0.6,117.6,106.0,11.5,102.5,18.9,0.532
2020-21,December,2020,12/01/2020,12/31/2020,MEM,Memphis Grizzlies,4,1,3,0.25,106.1,114.8,-8.7,104.16,15.9,0.508
2020-21,December,2020,12/01/2020,12/31/2020,MIA,Miami Heat,4,2,2,0.5,105.6,112.4,-6.8,102.88,18.5,0.48
2020-21,December,2020,12/01/2020,12/31/2020,MIL,Milwaukee Bucks,5,2,3,0.4,119.7,109.7,10.0,103.6,17.4,0.533
2020-21,December,2020,12/01/2020,12/31/2020,MIN,Minnesota Timberwolves,4,2,2,0.5,101.9,112.7,-10.7,102.75,16.2,0.472
2020-21,December,2020,12/01/2020,12/31/2020,NOP,New Orleans Pelicans,5,3,2,0.6,102.6,101.0,1.6,98.6,15.5,0.536
2020-21,December,2020,12/01/2020,12/31/2020,NYK,New York Knicks,5,2,3,0.4,101.2,104.8,-3.6,100.0,17.0,0.491
2020-21,December,2020,12/01/2020,12/31/2020,OKC,Oklahoma City Thunder,4,1,3,0.25,99.5,110.3,-10.8,101.63,16.5,0.49
2020-21,December,2020,12/01/2020,12/31/2020,ORL,Orlando Magic,5,4,1,0.8,109.4,107.6,1.7,104.7,15.8,0.493
2020-21,December,2020,12/01/2020,12/31/2020,PHI,Philadelphia 76ers,5,4,1,0.8,103.9,98.0,5.9,102.1,15.9,0.534
2020-21,December,2020,12/01/2020,12/31/2020,PHX,Phoenix Suns,5,4,1,0.8,109.3,98.8,10.5,99.1,19.1,0.494
2020-21,December,2020,12/01/2020,12/31/2020,POR,Portland Trail Blazers,4,2,2,0.5,109.0,117.9,-8.9,99.78,16.5,0.485
2020-21,December,2020,12/01/2020,12/31/2020,SAC,Sacramento Kings,5,3,2,0.6,110.4,110.5,-0.1,102.17,17.4,0.517
2020-21,December,2020,12/01/2020,12/31/2020,SAS,San Antonio Spurs,4,2,2,0.5,108.9,108.7,0.3,103.88,20.0,0.512
2020-21,December,2020,12/01/2020,12/31/2020,TOR,Toronto Raptors,4,1,3,0.25,98.1,100.0,-1.9,103.63,17.8,0.47
2020-21,December,2020,12/01/2020,12/31/2020,UTA,Utah Jazz,4,2,2,0.5,108.7,106.9,1.8,100.5,14.6,0.542
2020-21,December,2020,12/01/2020,12/31/2020,WAS,Washington Wizards,5,0,5,0.0,108.9,115.1,-6.2,106.1,18.6,0.486
2020-21,January,2021,01/01/2021,01/31/2021,ATL,Atlanta Hawks,15,7,8,0.467,108.1,106.7,1.4,99.45,16.8,0.512
2020-21,January,2021,01/01/2021,01/31/2021,BOS,Boston Celtics,13,7,6,0.538,111.2,107.4,3.8,99.88,16.6,0.515
2020-21,January,2021,01/01/2021,01/31/2021,BKN,Brooklyn Nets,17,10,7,0.588,117.5,115.1,2.5,102.12,19.5,0.507
2020-21,January,2021,01/01/2021,01/31/2021,CHA,Charlotte Hornets,16,7,9,0.438,108.9,111.0,-2.1,99.13,20.0,0.49
2020-21,January,2021,01/01/2021,01/31/2021,CHI,Chicago Bulls,13,5,8,0.385,111.1,113.5,-2.3,102.41,18.3,0.521
2020-21,January,2021,01/01/2021,01/31/2021,CLE,Cleveland Cavaliers,15,6,9,0.4,103.6,110.0,-6.5,97.35,16.1,0.502
2020-21,January,2021,01/01/2021,01/31/2021,DAL,Dallas Mavericks,16,7,9,0.438,108.9,111.7,-2.8,98.95,16.9,0.48
2020-21,January,2021,01/01/2021,01/31/2021,DEN,Denver Nuggets,16,11,5,0.688,116.3,109.4,6.9,97.58,19.0,0.532
2020-21,January,2021,01/01/2021,01/31/2021,DET,Detroit Pistons,16,5,11,0.313,108.2,110.9,-2.7,98.31,17.3,0.487
2020-21,January,2021,01/01/2021,01/31/2021,GSW,Golden State Warriors,16,9,7,0.563,109.8,107.5,2.3,102.81,19.6,0.481
2020-21,January,2021,01/01/2021,01/31/2021,HOU,Houston Rockets,15,8,7,0.533,107.9,105.0,2.9,101.47,16.5,0.483
2020-21,January,2021,01/01/2021,01/31/2021,IND,Indiana Pacers,15,7,8,0.467,111.3,111.7,-0.4,99.22,18.8,0.481
2020-21,January,2021,01/01/2021,01/31/2021,LAC,LA Clippers,16,12,4,0.75,117.7,108.5,9.2,97.69,18.2,0.518
2020-21,January,2021,01/01/2021,01/31/2021,LAL,Los Angeles Lakers,16,12,4,0.75,110.9,104.4,6.5,98.59,17.6,0.517
2020-21,January,2021,01/01/2021,01/31/2021,MEM,Memphis Grizzlies,10,7,3,0.7,107.4,102.9,4.5,98.8,20.8,0.5
2020-21,January,2021,01/01/2021,01/31/2021,MIA,Miami Heat,15,5,10,0.333,105.5,110.6,-5.1,99.18,18.9,0.483
2020-21,January,2021,01/01/2021,01/31/2021,MIL,Milwaukee Bucks,14,9,5,0.643,117.2,110.9,6.3,101.11,19.0,0.522
2020-21,January,2021,01/01/2021,01/31/2021,MIN,Minnesota Timberwolves,15,3,12,0.2,104.4,112.9,-8.5,102.29,17.3,0.474
2020-21,January,2021,01/01/2021,01/31/2021,NOP,New Orleans Pelicans,13,4,9,0.308,112.6,116.7,-4.0,100.39,17.6,0.523
2020-21,January,2021,01/01/2021,01/31/2021,NYK,New York Knicks,16,7,9,0.438,108.3,109.0,-0.7,94.84,15.9,0.51
2020-21,January,2021,01/01/2021,01/31/2021,OKC,Oklahoma City Thunder,14,7,7,0.5,106.9,112.9,-6.0,101.18,16.8,0.469
2020-21,January,2021,01/01/2021,01/31/2021,ORL,Orlando Magic,16,4,12,0.25,103.3,112.5,-9.2,97.68,16.6,0.506
2020-21,January,2021,01/01/2021,01/31/2021,PHI,Philadelphia 76ers,16,11,5,0.688,113.4,109.5,4.0,102.05,17.2,0.51
2020-21,January,2021,01/01/2021,01/31/2021,PHX,Phoenix Suns,13,6,7,0.462,110.0,110.3,-0.3,97.83,18.9,0.499
2020-21,January,2021,01/01/2021,01/31/2021,POR,Portland Trail Blazers,14,8,6,0.571,115.3,114.1,1.2,100.5,15.2,0.489
2020-21,January,2021,01/01/2021,01/31/2021,SAC,Sacramento Kings,14,5,9,0.357,112.1,121.0,-9.0,100.29,18.4,0.485
2020-21,January,2021,01/01/2021,01/31/2021,SAS,San Antonio Spurs,16,9,7,0.563,110.1,109.9,0.1,100.35,17.5,0.484
2020-21,January,2021,01/01/2021,01/31/2021,TOR,Toronto Raptors,16,7,9,0.438,114.3,112.7,1.5,99.38,17.6,0.499
2020-21,January,2021,01/01/2021,01/31/2021,UTA,Utah Jazz,16,13,3,0.813,116.5,107.9,8.6,98.31,18.0,0.535
2020-21,January,2021,01/01/2021,01/31/2021,WAS,Washington Wizards,11,4,7,0.364,111.9,115.9,-4.0,104.95,17.3,0.488
2020-21,February,2021,02/01/2021,02/28/2021,ATL,Atlanta Hawks,15,4,11,0.267,114.6,118.8,-4.2,98.47,17.9,0.511
2020-21,February,2021,02/01/2021,02/28/2021,BOS,Boston Celtics,16,7,9,0.438,111.7,113.4,-1.7,97.96,15.9,0.515
2020-21,February,2021,02/01/2021,02/28/2021,BKN,Brooklyn Nets,13,9,4,0.692,119.4,115.3,4.2,98.88,19.4,0.504
2020-21,February,2021,02/01/2021,02/28/2021,CHA,Charlotte Hornets,13,7,6,0.538,114.3,115.8,-1.5,101.84,17.6,0.513
2020-21,February,2021,02/01/2021,02/28/2021,CHI,Chicago Bulls,14,8,6,0.571,112.7,109.6,3.1,99.1,19.3,0.506
2020-21,February,2021,02/01/2021,02/28/2021,CLE,Cleveland Cavaliers,14,4,10,0.286,105.8,119.6,-13.9,98.38,17.1,0.507
2020-21,February,2021,02/01/2021,02/28/2021,DAL,Dallas Mavericks,12,8,4,0.667,118.5,117.0,1.5,99.5,17.2,0.487
2020-21,February,2021,02/01/2021,02/28/2021,DEN,Denver Nuggets,13,6,7,0.462,116.2,112.5,3.6,98.04,18.7,0.492
2020-21,February,2021,02/01/2021,02/28/2021,DET,Detroit Pistons,14,4,10,0.286,107.4,112.5,-5.1,97.37,17.6,0.486
2020-21,February,2021,02/01/2021,02/28/2021,GSW,Golden State Warriors,15,8,7,0.533,111.6,108.0,3.6,103.28,21.0,0.476
2020-21,February,2021,02/01/2021,02/28/2021,HOU,Houston Rockets,14,2,12,0.143,102.0,113.8,-11.8,102.11,16.0,0.453
2020-21,February,2021,02/01/2021,02/28/2021,IND,Indiana Pacers,12,4,8,0.333,109.9,111.4,-1.5,100.55,18.9,0.482
2020-21,February,2021,02/01/2021,02/28/2021,LAC,LA Clippers,15,8,7,0.533,116.7,113.7,3.0,98.73,17.6,0.52
2020-21,February,2021,02/01/2021,02/28/2021,LAL,Los Angeles Lakers,14,9,5,0.643,108.4,105.6,2.8,98.2,17.8,0.506
2020-21,February,2021,02/01/2021,02/28/2021,MEM,Memphis Grizzlies,16,7,9,0.438,113.3,112.7,0.6,100.56,18.9,0.515
2020-21,February,2021,02/01/2021,02/28/2021,MIA,Miami Heat,15,10,5,0.667,111.1,107.8,3.4,97.45,19.3,0.508
2020-21,February,2021,02/01/2021,02/28/2021,MIL,Milwaukee Bucks,15,10,5,0.667,117.6,109.2,8.4,101.8,18.3,0.515
2020-21,February,2021,02/01/2021,02/28/2021,MIN,Minnesota Timberwolves,16,2,14,0.125,107.3,113.5,-6.2,101.15,18.6,0.477
2020-21,February,2021,02/01/2021,02/28/2021,NOP,New Orleans Pelicans,15,7,8,0.467,122.7,120.5,2.2,98.22,19.4,0.531
2020-21,February,2021,02/01/2021,02/28/2021,NYK,New York Knicks,14,9,5,0.643,111.5,106.7,4.8,97.82,16.0,0.534
2020-21,February,2021,02/01/2021,02/28/2021,OKC,Oklahoma City Thunder,16,6,10,0.375,104.4,108.9,-4.5,100.1,17.9,0.489
2020-21,February,2021,02/01/2021,02/28/2021,ORL,Orlando Magic,13,5,8,0.385,105.5,112.4,-6.9,99.88,17.1,0.488
2020-21,February,2021,02/01/2021,02/28/2021,PHI,Philadelphia 76ers,13,7,6,0.538,112.1,111.6,0.5,100.24,16.6,0.524
2020-21,February,2021,02/01/2021,02/28/2021,PHX,Phoenix Suns,15,12,3,0.8,120.0,110.2,9.8,97.43,20.5,0.501
2020-21,February,2021,02/01/2021,02/28/2021,POR,Portland Trail Blazers,14,8,6,0.571,115.8,116.9,-1.1,97.71,14.2,0.497
2020-21,February,2021,02/01/2021,02/28/2021,SAC,Sacramento Kings,15,5,10,0.333,114.5,119.3,-4.8,101.3,18.8,0.492
2020-21,February,2021,02/01/2021,02/28/2021,SAS,San Antonio Spurs,9,6,3,0.667,108.7,110.1,-1.4,100.72,18.2,0.474
2020-21,February,2021,02/01/2021,02/28/2021,TOR,Toronto Raptors,14,9,5,0.643,116.2,111.8,4.5,99.07,19.2,0.477
2020-21,February,2021,02/01/2021,02/28/2021,UTA,Utah Jazz,14,12,2,0.857,119.8,107.2,12.6,99.86,17.6,0.527
2020-21,February,2021,02/01/2021,02/28/2021,WAS,Washington Wizards,16,9,7,0.563,108.5,111.6,-3.0,103.36,17.3,0.486
2020-21,March,2021,03/01/2021,03/31/2021,ATL,Atlanta Hawks,13,9,4,0.692,116.3,111.4,4.9,95.0,18.3,0.514
2020-21,March,2021,03/01/2021,03/31/2021,BOS,Boston Celtics,14,6,8,0.429,116.3,115.2,1.1,98.16,17.8,0.499
2020-21,March,2021,03/01/2021,03/31/2021,BKN,Brooklyn Nets,13,11,2,0.846,116.3,112.8,3.5,97.76,18.5,0.516
2020-21,March,2021,03/01/2021,03/31/2021,CHA,Charlotte Hornets,13,8,5,0.615,111.0,110.1,0.9,98.67,19.1,0.507
2020-21,March,2021,03/01/2021,03/31/2021,CHI,Chicago Bulls,14,4,10,0.286,108.5,112.6,-4.2,98.87,18.9,0.532
2020-21,March,2021,03/01/2021,03/31/2021,CLE,Cleveland Cavaliers,13,4,9,0.308,101.5,109.5,-8.0,97.5,16.8,0.48
2020-21,March,2021,03/01/2021,03/31/2021,DAL,Dallas Mavericks,14,9,5,0.643,116.9,110.0,6.9,96.29,17.6,0.524
2020-21,March,2021,03/01/2021,03/31/2021,DEN,Denver Nuggets,14,11,3,0.786,118.9,112.0,6.9,96.32,20.3,0.533
2020-21,March,2021,03/01/2021,03/31/2021,DET,Detroit Pistons,13,4,9,0.308,109.4,111.7,-2.3,96.92,18.9,0.502
2020-21,March,2021,03/01/2021,03/31/2021,GSW,Golden State Warriors,12,4,8,0.333,107.1,113.8,-6.7,101.58,19.0,0.466
2020-21,March,2021,03/01/2021,03/31/2021,HOU,Houston Rockets,15,2,13,0.133,106.4,115.7,-9.2,99.8,17.0,0.468
2020-21,March,2021,03/01/2021,03/31/2021,IND,Indiana Pacers,14,6,8,0.429,110.4,111.8,-1.4,101.1,19.4,0.467
2020-21,March,2021,03/01/2021,03/31/2021,LAC,LA Clippers,13,8,5,0.615,118.1,110.4,7.7,97.23,17.8,0.516
2020-21,March,2021,03/01/2021,03/31/2021,LAL,Los Angeles Lakers,13,6,7,0.462,108.1,107.6,0.5,99.88,17.9,0.514
2020-21,March,2021,03/01/2021,03/31/2021,MEM,Memphis Grizzlies,15,7,8,0.467,108.8,108.5,0.4,102.89,17.7,0.508
2020-21,March,2021,03/01/2021,03/31/2021,MIA,Miami Heat,14,7,7,0.5,107.1,107.8,-0.6,94.3,18.8,0.484
2020-21,March,2021,03/01/2021,03/31/2021,MIL,Milwaukee Bucks,13,9,4,0.692,112.1,109.1,3.0,103.44,17.4,0.514
2020-21,March,2021,03/01/2021,03/31/2021,MIN,Minnesota Timberwolves,13,5,8,0.385,109.8,115.8,-6.0,101.58,17.7,0.482
2020-21,March,2021,03/01/2021,03/31/2021,NOP,New Orleans Pelicans,13,7,6,0.538,116.3,114.0,2.3,98.58,20.1,0.544
2020-21,March,2021,03/01/2021,03/31/2021,NYK,New York Knicks,13,6,7,0.462,107.9,109.4,-1.5,95.96,15.3,0.509
2020-21,March,2021,03/01/2021,03/31/2021,OKC,Oklahoma City Thunder,13,6,7,0.462,104.9,111.6,-6.7,100.04,15.3,0.518
2020-21,March,2021,03/01/2021,03/31/2021,ORL,Orlando Magic,13,3,10,0.231,106.0,111.2,-5.3,97.08,17.3,0.493
2020-21,March,2021,03/01/2021,03/31/2021,PHI,Philadelphia 76ers,13,10,3,0.769,112.8,103.2,9.6,100.28,16.6,0.521
2020-21,March,2021,03/01/2021,03/31/2021,PHX,Phoenix Suns,14,11,3,0.786,115.8,108.2,7.7,98.06,19.9,0.51
2020-21,March,2021,03/01/2021,03/31/2021,POR,Portland Trail Blazers,15,11,4,0.733,120.2,118.4,1.8,97.17,16.3,0.479
2020-21,March,2021,03/01/2021,03/31/2021,SAC,Sacramento Kings,14,9,5,0.643,116.8,115.4,1.5,99.36,18.6,0.49
2020-21,March,2021,03/01/2021,03/31/2021,SAS,San Antonio Spurs,16,7,9,0.438,109.9,110.7,-0.9,97.8,17.7,0.482
2020-21,March,2021,03/01/2021,03/31/2021,TOR,Toronto Raptors,14,1,13,0.071,109.9,117.4,-7.5,100.0,17.4,0.446
2020-21,March,2021,03/01/2021,03/31/2021,UTA,Utah Jazz,13,9,4,0.692,116.1,108.0,8.1,101.19,16.8,0.522
2020-21,March,2021,03/01/2021,03/31/2021,WAS,Washington Wizards,14,4,10,0.286,107.5,112.9,-5.3,106.11,17.6,0.476
2020-21,April,2021,04/01/2021,04/30/2021,ATL,Atlanta Hawks,17,11,6,0.647,112.9,112.5,0.4,98.6,16.8,0.513
2020-21,April,2021,04/01/2021,04/30/2021,BOS,Boston Celtics,16,11,5,0.688,113.4,109.6,3.8,98.68,17.8,0.523
2020-21,April,2021,04/01/2021,04/30/2021,BKN,Brooklyn Nets,16,10,6,0.625,117.0,112.5,4.5,100.44,20.0,0.508
2020-21,April,2021,04/01/2021,04/30/2021,CHA,Charlotte Hornets,16,6,10,0.375,108.6,112.6,-4.0,96.47,19.9,0.476
2020-21,April,2021,04/01/2021,04/30/2021,CHI,Chicago Bulls,17,7,10,0.412,110.1,112.1,-2.0,96.94,20.8,0.52
2020-21,April,2021,04/01/2021,04/30/2021,CLE,Cleveland Cavaliers,16,4,12,0.25,109.0,113.3,-4.3,98.03,19.6,0.496
2020-21,April,2021,04/01/2021,04/30/2021,DAL,Dallas Mavericks,16,10,6,0.625,114.7,110.6,4.1,96.47,16.5,0.506
2020-21,April,2021,04/01/2021,04/30/2021,DEN,Denver Nuggets,16,13,3,0.813,116.0,110.3,5.7,98.44,19.5,0.531
2020-21,April,2021,04/01/2021,04/30/2021,DET,Detroit Pistons,16,6,10,0.375,108.4,112.5,-4.1,99.53,18.0,0.502
2020-21,April,2021,04/01/2021,04/30/2021,GSW,Golden State Warriors,16,8,8,0.5,111.3,111.4,-0.1,102.22,19.1,0.488
2020-21,April,2021,04/01/2021,04/30/2021,HOU,Houston Rockets,16,3,13,0.188,108.7,117.9,-9.2,102.06,17.6,0.489
2020-21,April,2021,04/01/2021,04/30/2021,IND,Indiana Pacers,16,8,8,0.5,111.8,114.8,-3.1,104.51,18.3,0.457
2020-21,April,2021,04/01/2021,04/30/2021,LAC,LA Clippers,15,11,4,0.733,116.6,110.9,5.6,97.0,18.4,0.522
2020-21,April,2021,04/01/2021,04/30/2021,LAL,Los Angeles Lakers,15,6,9,0.4,108.7,108.9,-0.2,97.92,18.1,0.498
2020-21,April,2021,04/01/2021,04/30/2021,MEM,Memphis Grizzlies,17,10,7,0.588,115.1,112.2,2.9,100.51,19.4,0.494
2020-21,April,2021,04/01/2021,04/30/2021,MIA,Miami Heat,15,9,6,0.6,112.9,112.3,0.6,95.57,20.4,0.478
2020-21,April,2021,04/01/2021,04/30/2021,MIL,Milwaukee Bucks,16,9,7,0.563,115.9,109.9,6.0,103.3,18.0,0.521
2020-21,April,2021,04/01/2021,04/30/2021,MIN,Minnesota Timberwolves,16,8,8,0.5,113.3,116.6,-3.3,101.93,18.1,0.506
2020-21,April,2021,04/01/2021,04/30/2021,NOP,New Orleans Pelicans,17,7,10,0.412,108.4,108.6,-0.3,103.16,17.7,0.521
2020-21,April,2021,04/01/2021,04/30/2021,NYK,New York Knicks,15,11,4,0.733,116.8,108.1,8.7,95.67,17.3,0.502
2020-21,April,2021,04/01/2021,04/30/2021,OKC,Oklahoma City Thunder,16,1,15,0.063,98.3,116.8,-18.5,104.53,15.0,0.503
2020-21,April,2021,04/01/2021,04/30/2021,ORL,Orlando Magic,16,3,13,0.188,102.8,117.6,-14.8,99.07,15.1,0.468
2020-21,April,2021,04/01/2021,04/30/2021,PHI,Philadelphia 76ers,16,10,6,0.625,113.2,106.2,7.0,98.97,17.4,0.498
2020-21,April,2021,04/01/2021,04/30/2021,PHX,Phoenix Suns,16,12,4,0.75,117.7,111.6,6.0,97.85,19.1,0.504
2020-21,April,2021,04/01/2021,04/30/2021,POR,Portland Trail Blazers,16,6,10,0.375,115.5,112.8,2.7,100.09,16.2,0.509
2020-21,April,2021,04/01/2021,04/30/2021,SAC,Sacramento Kings,15,4,11,0.267,110.9,119.3,-8.4,101.3,18.0,0.446
2020-21,April,2021,04/01/2021,04/30/2021,SAS,San Antonio Spurs,17,7,10,0.412,113.5,113.5,0.0,98.17,18.3,0.484
2020-21,April,2021,04/01/2021,04/30/2021,TOR,Toronto Raptors,15,8,7,0.533,112.4,108.5,3.9,98.9,17.5,0.497
2020-21,April,2021,04/01/2021,04/30/2021,UTA,Utah Jazz,16,9,7,0.563,115.9,107.3,8.6,98.71,17.8,0.516
2020-21,April,2021,04/01/2021,04/30/2021,WAS,Washington Wizards,17,12,5,0.706,111.2,108.0,3.1,103.38,17.9,0.517
2021-22,October,2021,10/01/2021,10/31/2021,ATL,Atlanta Hawks,6,3,3,0.5,106.2,105.8,0.3,100.0,17.4,0.525
2021-22,October,2021,10/01/2021,10/31/2021,BOS,Boston Celtics,6,2,4,0.333,103.5,107.7,-4.3,101.14,16.8,0.478
2021-22,October,2021,10/01/2021,10/31/2021,BKN,Brooklyn Nets,7,4,3,0.571,103.7,104.1,-0.4,100.64,17.0,0.488
2021-22,October,2021,10/01/2021,10/31/2021,CHA,Charlotte Hornets,7,5,2,0.714,114.6,110.9,3.8,102.19,18.9,0.492
2021-22,October,2021,10/01/2021,10/31/2021,CHI,Chicago Bulls,6,5,1,0.833,107.0,99.3,7.7,99.58,17.6,0.462
2021-22,October,2021,10/01/2021,10/31/2021,CLE,Cleveland Cavaliers,7,3,4,0.429,103.3,104.4,-1.1,99.57,18.1,0.482
2021-22,October,2021,10/01/2021,10/31/2021,DAL,Dallas Mavericks,6,4,2,0.667,99.3,103.7,-4.4,99.17,15.3,0.474
2021-22,October,2021,10/01/2021,10/31/2021,DEN,Denver Nuggets,6,4,2,0.667,101.0,97.5,3.5,99.83,17.5,0.52
2021-22,October,2021,10/01/2021,10/31/2021,DET,Detroit Pistons,6,1,5,0.167,96.8,107.5,-10.7,99.5,15.7,0.482
2021-22,October,2021,10/01/2021,10/31/2021,GSW,Golden State Warriors,6,5,1,0.833,106.6,98.7,7.8,102.39,19.8,0.519
2021-22,October,2021,10/01/2021,10/31/2021,HOU,Houston Rockets,6,1,5,0.167,97.8,105.0,-7.2,103.92,15.3,0.499
2021-22,October,2021,10/01/2021,10/31/2021,IND,Indiana Pacers,7,1,6,0.143,105.1,109.1,-4.0,100.16,16.5,0.504
2021-22,October,2021,10/01/2021,10/31/2021,LAC,LA Clippers,5,1,4,0.2,100.4,102.3,-2.0,102.4,17.5,0.436
2021-22,October,2021,10/01/2021,10/31/2021,LAL,Los Angeles Lakers,7,4,3,0.571,107.4,107.1,0.3,103.18,17.1,0.485
2021-22,October,2021,10/01/2021,10/31/2021,MEM,Memphis Grizzlies,6,3,3,0.5,109.6,114.9,-5.3,100.34,17.8,0.527
2021-22,October,2021,10/01/2021,10/31/2021,MIA,Miami Heat,6,5,1,0.833,111.6,95.1,16.5,100.34,17.3,0.57
2021-22,October,2021,10/01/2021,10/31/2021,MIL,Milwaukee Bucks,7,3,4,0.429,106.0,109.1,-3.0,102.36,15.6,0.484
2021-22,October,2021,10/01/2021,10/31/2021,MIN,Minnesota Timberwolves,5,3,2,0.6,102.0,98.4,3.5,102.3,16.7,0.473
2021-22,October,2021,10/01/2021,10/31/2021,NOP,New Orleans Pelicans,7,1,6,0.143,103.8,110.2,-6.4,100.57,16.4,0.518
2021-22,October,2021,10/01/2021,10/31/2021,NYK,New York Knicks,6,5,1,0.833,114.5,108.0,6.5,98.5,17.1,0.507
2021-22,October,2021,10/01/2021,10/31/2021,OKC,Oklahoma City Thunder,6,1,5,0.167,97.2,111.1,-13.9,100.25,15.1,0.473
2021-22,October,2021,10/01/2021,10/31/2021,ORL,Orlando Magic,7,1,6,0.143,104.1,115.4,-11.3,98.36,16.1,0.499
2021-22,October,2021,10/01/2021,10/31/2021,PHI,Philadelphia 76ers,6,4,2,0.667,114.9,106.3,8.5,97.5,17.3,0.489
2021-22,October,2021,10/01/2021,10/31/2021,PHX,Phoenix Suns,5,2,3,0.4,103.1,109.1,-6.0,101.5,18.7,0.511
2021-22,October,2021,10/01/2021,10/31/2021,POR,Portland Trail Blazers,6,3,3,0.5,110.0,106.3,3.7,103.17,16.3,0.528
2021-22,October,2021,10/01/2021,10/31/2021,SAC,Sacramento Kings,6,3,3,0.5,107.6,110.2,-2.6,101.42,16.5,0.489
2021-22,October,2021,10/01/2021,10/31/2021,SAS,San Antonio Spurs,6,2,4,0.333,105.2,102.9,2.3,101.9,19.2,0.497
2021-22,October,2021,10/01/2021,10/31/2021,TOR,Toronto Raptors,7,4,3,0.571,105.4,101.6,3.8,98.29,14.4,0.529
2021-22,October,2021,10/01/2021,10/31/2021,UTA,Utah Jazz,6,5,1,0.833,111.4,98.3,13.0,99.92,13.4,0.534
2021-22,October,2021,10/01/2021,10/31/2021,WAS,Washington Wizards,6,5,1,0.833,106.1,102.5,3.6,100.75,14.7,0.515
2021-22,November,2021,11/01/2021,11/30/2021,ATL,Atlanta Hawks,15,8,7,0.533,114.7,111.1,3.6,97.73,17.6,0.505
2021-22,November,2021,11/01/2021,11/30/2021,BOS,Boston Celtics,15,9,6,0.6,107.2,103.7,3.5,96.46,16.4,0.522
2021-22,November,2021,11/01/2021,11/30/2021,BKN,Brooklyn Nets,14,11,3,0.786,112.5,106.2,6.2,99.75,19.6,0.485
2021-22,November,2021,11/01/2021,11/30/2021,CHA,Charlotte Hornets,16,8,8,0.5,109.7,111.5,-1.7,101.43,18.2,0.473
2021-22,November,2021,11/01/2021,11/30/2021,CHI,Chicago Bulls,16,9,7,0.563,111.2,107.6,3.6,99.09,17.5,0.505
2021-22,November,2021,11/01/2021,11/30/2021,CLE,Cleveland Cavaliers,14,8,6,0.571,107.4,104.7,2.7,97.04,17.7,0.52
2021-22,November,2021,11/01/2021,11/30/2021,DAL,Dallas Mavericks,13,6,7,0.462,110.1,111.7,-1.7,96.27,17.7,0.488
